7234 5585 198
8395 7069 66
5293 4110 135
7288 5828 188
7290 3022 120
5939 4412 35
7837 5266 87
11049 4266 151
7664 4345 127
9528 6257 60
10310 5640 159
9523 3240 142
12415 5643 66
7620 4719 100
8237 5218 195
11959 4108 25
10499 2789 190
10521 1906 183
10246 3572 109
3011 5559 165
3091 7089 114
8430 5443 46
4496 6557 100
3655 6167 138
10576 1037 10
7397 3724 186
7132 4030 30
5546 5644 54
8852 5756 31
2907 6072 114
4759 4946 189
5396 3786 152
6599 2718 74
8822 4577 13
6936 3426 204
7880 6499 192
6284 5925 22
6821 2627 161
5955 6618 28
13058 5869 109
12530 5558 124
13298 6737 163
6885 5122 129
9897 6989 31
10870 6210 162
8864 5572 49
10973 3322 176
13750 6698 67
3406 4490 118
7122 2401 131
10071 6160 190
4366 6106 45
7614 5477 140
11467 6269 25
2855 7274 154
2705 7722 188
4232 4673 112
9541 1663 12
5513 6605 106
7801 2748 80
7432 4117 86
10733 3941 126
11443 3785 23
8382 4116 144
8397 4218 113
9336 3260 107
4052 4726 127
7697 6361 51
12344 5479 113
8417 1069 199
8062 2468 157
2456 6740 122
4188 6879 144
7906 6998 106
12192 5028 199
7781 4255 198
6393 4379 73
13202 3641 149
13227 4850 198
7587 5203 69
9086 3769 140
12268 4552 66
8388 4878 73
5659 3145 29
11439 4282 114
7215 3004 62
9799 1178 56
9658 4375 98
5463 5632 146
10838 2890 170
5830 6141 175
12204 1794 130
9152 4367 79
10070 2499 193
11240 3803 47
8622 3859 90
4476 5063 127
5063 5228 179
7210 2764 6
7917 5318 21
11885 4918 32
11137 1332 14
6435 5568 13
11329 3919 80
13300 3128 186
7497 7100 105
5617 4412 42
9994 5165 190
11874 4759 99
12969 3843 193
4344 7413 106
2596 7014 183
11365 4790 190
9840 770 134
4305 6739 57
6468 7410 20
6539 3174 196
3553 6769 133
7301 2769 99
3179 4599 43
4813 5538 131
11605 3619 43
11977 5273 14
6976 5707 15
8923 5109 199
7507 4604 129
11665 2263 118
3850 5786 53
4234 5080 58
8001 4237 94
2085 7503 161
9409 829 9
10977 4966 157
11215 2600 108
6837 3423 133
6343 2404 34
10244 3811 201
3973 5179 32
11181 3322 64
7198 3685 198
8469 4492 124
6724 6487 196
8644 1358 7
10638 3944 57
3752 7251 30
10576 1016 10
10641 6459 74
5396 5784 65
10377 5126 141
7319 2184 183
6829 3405 188
13354 6759 180
9666 6793 143
9138 2432 88
13085 3505 188
10587 1558 29
6223 4173 112
8880 4264 51
11290 3775 46
5138 3602 104
12432 6482 121
7701 6999 95
9388 3795 182
9325 4542 95
12138 4894 146
2486 6821 110
6840 3618 61
3311 7084 119
13422 4224 159
10127 1391 191
8160 4264 195
11929 1943 146
11895 6099 135
12041 5021 181
4002 7300 182
10791 5257 167
7433 3570 138
9422 6933 88
11487 4206 138
8938 2844 128
9849 1995 19
11108 3673 96
5183 5334 155
7992 1865 145
8673 6622 75
4465 5815 56
8929 6271 53
4162 6064 150
9407 4164 55
11955 4189 178
9027 4608 132
8861 5571 23
2636 6088 175
11826 4566 16
8880 5087 176
3491 7549 81
2906 6169 117
9628 2639 158
8671 3493 13
2627 5190 151
10599 4246 65
10470 2387 188
9540 1461 65
9585 2536 112
12405 4564 35
7854 3180 175
4893 7549 12
12221 4912 195
7700 3198 199
10088 6830 180
4245 7279 157
11840 5517 45
2774 6946 169
8602 3083 144
6985 3166 57
9407 5729 20
8821 3675 8
9372 6293 14
8561 3861 129
4162 6777 192
9745 1974 79
11739 4708 176
6497 6078 89
10825 4951 163
9897 1566 150
6128 5033 85
4608 5150 13
7599 6738 179
7253 3403 40
11707 1266 186
6014 5821 18
10965 2940 174
9345 5324 158
12681 1862 190
11794 4100 55
12564 5797 193
5082 6341 29
6848 2384 121
5356 3611 120
2801 4702 124
2588 7045 102
9517 5973 194
6677 4308 20
9429 4178 104
11460 4430 186
8499 6065 200
5179 7268 168
11129 1133 60
5343 6002 131
10755 6531 69
5574 4330 127
5281 5232 21
7338 5431 16
7574 2228 39
4146 6686 196
9784 6863 175
13740 4081 120
8877 5466 84
10946 3628 175
10962 4190 168
2729 6162 134
9942 1895 134
3203 6827 146
8358 5682 19
2202 6646 142
10391 2778 158
9444 6776 156
9076 2118 89
9507 2300 169
5511 6053 196
9341 7016 165
5049 7412 172
6396 3087 176
8181 2807 190
6193 3452 194
3400 7896 176
10698 5081 51
7728 6714 193
11419 4147 142
2429 7476 176
4922 6442 195
5264 5820 202
3390 6016 126
10584 6757 148
6323 5655 13
8616 3779 192
7067 4861 7
13893 5780 65
4514 6554 128
8444 6429 169
4826 5249 114
4550 5026 151
11111 2511 185
9839 2562 83
11946 2662 93
10732 3439 79
9673 802 168
5756 4331 91
11015 6193 69
2614 6697 170
4435 4319 40
10724 6820 28
11878 6916 171
7579 6978 48
8481 4530 96
10002 2185 66
12314 5628 190
11713 2329 9
11577 4865 135
3691 7716 160
11323 3642 70
13123 6200 189
6798 3349 193
10935 1929 197
12137 3458 15
6873 4636 159
12661 6252 138
5442 5195 149
3712 7583 130
11009 2904 8
8856 7016 12
2837 6866 154
11548 5738 88
11190 3882 22
4254 6917 175
7533 4124 109
6854 3362 95
5368 3425 102
7422 7015 97
8173 3328 182
3918 6434 83
4921 4544 125
9117 5839 52
4991 3579 77
8608 6417 200
10342 3050 22
11925 2288 61
9667 1667 41
11487 3155 182
5452 4605 170
7155 3853 62
6083 2544 174
9421 7057 55
10264 2652 70
4397 6830 127
13144 6197 190
12114 1980 131
10969 4526 157
10477 6878 122
6952 3909 182
9883 5531 53
10715 4230 173
9034 4420 43
4924 7487 10
4210 6447 36
2253 5906 119
3224 7402 112
11453 2433 43
8528 6700 167
4057 4820 120
7368 3494 41
11175 3405 172
9411 1849 135
13477 6810 180
3766 7359 110
11321 4189 96
5070 7326 114
6564 3748 103
9945 1679 111
2919 5059 35
8556 6048 25
11385 3556 154
12478 3796 51
7441 4502 10
9712 3733 58
11627 5227 135
9435 1008 22
3808 7533 173
8604 4168 25
2219 7612 113
13135 2813 19
10448 5023 112
12235 3641 168
5181 6503 106
12084 1712 77
8935 800 164
11236 3242 20
3874 6258 179
5061 7491 135
5763 3645 76
5448 6252 185
8605 1656 14
10298 4163 13
9720 1779 55
8114 2523 87
6157 3264 72
5925 4026 139
2501 6806 151
10226 1987 39
6455 4121 34
11651 5110 196
3254 6559 96
6081 6595 186
4704 4191 95
9262 6300 15
9594 6913 25
7625 3763 81
6218 5637 199
6458 6758 170
6565 4659 74
3520 6833 161
9746 1747 52
6679 5592 26
10872 2448 60
7039 6962 75
12357 3465 180
7160 2851 19
5901 5082 1
13163 4896 172
9587 5098 153
9713 5413 202
5585 3601 146
5497 5089 57
9893 5546 103
4654 5545 67
11135 5067 54
11995 5046 191
11847 4759 105
10188 3679 138
7140 5804 49
10245 3830 181
9696 5173 175
9231 1063 175
6638 5257 138
11819 6089 52
6565 2719 83
3761 6619 173
3301 7803 164
5270 3294 45
2972 7601 49
11640 5902 38
7777 2310 80
11611 4655 188
9653 4074 179
2437 7039 157
7248 6594 112
8295 5331 118
11841 4650 90
3252 6308 137
9390 4735 184
6191 5811 163
9427 6926 17
9470 1794 35
7929 5195 44
8726 5104 124
7681 5862 108
8614 4754 146
7233 6278 10
9007 5774 113
10472 2371 110
4558 7689 64
6220 6386 125
10996 4945 14
4314 7322 136
13140 6162 200
6118 7433 143
9519 3353 163
8754 5520 54
10759 6246 167
9689 3453 61
6123 4046 160
11735 2047 92
5242 7118 180
5640 4251 161
7906 2720 115
5736 7438 182
3862 6809 164
8355 4470 162
3804 4442 26
7595 2101 56
9432 5314 171
4747 3791 11
9951 5754 197
12117 6023 123
9023 762 6
7127 3922 199
8413 4971 129
8518 4785 77
11420 3769 115
7540 5641 191
5042 6533 101
11463 3939 21
9098 6998 126
10836 814 145
10140 6947 24
9479 7039 78
8985 1421 167
7839 2743 71
6316 4871 59
11171 6203 181
6339 5737 97
4397 5224 116
10906 4170 87
9955 3118 197
3674 4128 127
4831 4101 130
4857 5434 19
4106 6060 193
11638 4192 31
8764 2889 62
4072 4808 111
10103 1454 49
12219 2740 102
11577 6597 165
9441 6596 80
7218 6423 97
4693 5807 58
2325 5689 173
5457 4778 174
2235 7507 120
9525 2251 32
9607 3555 39
4631 4810 198
2669 5075 155
5237 7131 151
13776 6441 29
5292 5825 184
11201 5119 112
8495 4409 73
12701 3549 163
2805 6587 176
9132 5375 38
8266 4403 52
10064 1939 89
12256 4597 125
4563 5455 194
5267 3285 153
4213 6765 53
5475 4390 154
6572 4747 124
7939 4237 107
4861 5192 17
5359 7012 57
3653 6934 43
2629 6026 40
6753 5922 84
9072 4937 165
9286 1879 13
11778 6478 125
8615 4056 169
6648 3529 198
3541 7667 181
10986 2993 145
8959 2301 142
11552 5998 203
5622 3200 40
6595 2904 79
7756 5394 84
12293 6290 169
7459 7224 111
8193 1278 24
8479 6440 49
3303 6014 99
4006 6837 66
6273 3184 195
4358 7579 96
3882 7592 31
11482 3709 194
10488 3341 84
4276 6216 64
10341 2673 15
8717 5552 48
8851 6843 186
5903 6720 32
3006 5933 103
4637 6527 113
4295 7409 135
4968 3723 22
4707 7794 68
10127 2062 84
6700 6533 189
9103 6564 193
12772 4786 134
9306 5566 168
10225 1461 29
6223 5221 18
11174 3487 124
11885 3146 92
10935 868 136
5230 5287 32
6985 3262 128
7808 1307 183
9390 4966 187
5454 7557 172
10540 4008 63
5260 6721 77
7926 5274 174
3834 5757 89
13494 5511 191
4274 6467 150
8195 5962 190
3401 6917 169
8635 4142 199
11986 5489 158
7293 1991 63
10360 2105 128
8301 2928 12
8558 4937 43
4796 6073 194
13272 3031 81
10407 6199 20
7734 3481 160
8834 1775 16
11380 3212 30
10625 6941 157
5400 6919 176
13190 3823 145
9183 857 168
3216 6677 165
5503 6416 46
4521 6005 146
13264 2902 153
11983 1430 52
5156 4454 11
12013 6386 115
9196 5659 19
8745 3153 96
4655 7399 145
9109 5282 23
6683 3189 139
4855 5757 134
6631 5511 83
8864 3364 16
12079 5288 124
6768 5802 54
6567 3288 10
3042 7592 97
5479 5639 182
10325 2834 131
5897 6107 47
11645 5253 130
6024 5099 152
10888 5952 199
9715 3996 23
12190 5125 193
6976 2970 64
11202 1632 149
11370 872 41
7441 7000 167
8541 5397 186
2783 7269 145
7275 5271 139
8686 4362 103
4868 5070 195
6923 2537 6
10695 2609 118
5789 4557 63
7190 2747 142
6344 5458 72
11339 5817 72
4440 5432 32
8689 4129 66
9217 1540 187
12950 3821 186
8533 5284 70
12943 4531 178
11428 5428 117
3520 5816 176
7450 4109 86
11804 4463 40
11517 5345 68
12399 3773 146
8191 4421 67
9839 942 36
10973 4903 71
9243 1141 6
11694 4766 83
6722 3769 135
11276 5174 171
12599 6670 25
11906 5500 92
5136 6158 8
7057 5754 151
8021 5798 24
8773 5153 150
4151 6114 131
8851 981 135
6071 5813 66
2921 4853 82
2195 6938 163
12188 6108 39
5025 3732 55
8163 7019 114
13031 4233 185
5815 3115 21
10095 2014 8
2417 5419 168
6030 5936 123
11743 4054 200
10171 3169 21
10717 2835 99
11556 3979 193
5917 5194 139
12103 5309 117
2569 5284 136
4532 6840 87
7669 6902 186
4486 7428 69
8341 4651 15
11475 2399 62
9703 5772 142
11688 1277 186
10255 5077 150
9045 6358 99
7128 6274 182
12108 3964 190
10128 3096 54
4085 6804 177
10791 2577 37
7087 4005 158
10199 3156 29
12581 5233 60
10201 2744 120
13468 3454 82
6890 2257 34
4450 5379 39
9661 4747 176
8715 3603 109
9568 4059 75
8616 5653 149
7903 5766 39
12596 2161 122
11807 5019 86
5049 3628 137
12606 6554 43
7594 5168 33
8690 4658 103
9472 4625 95
6167 5513 23
4573 7479 141
8141 2393 107
12228 5107 106
7640 4645 119
2418 7476 136
11085 4202 37
9832 2014 137
3051 6084 169
2648 7157 158
2425 7495 153
7023 3709 71
9342 7143 142
6025 7182 143
8723 1534 158
8244 1503 164
9090 3977 10
8265 6236 115
7696 1988 19
12249 3035 194
13803 3384 74
10794 2848 15
6248 4518 38
9235 6027 27
10668 3482 46
10586 4223 182
4516 4613 41
11896 6769 149
4806 5470 171
12868 4093 150
4763 7479 174
6935 3289 99
12890 2541 133
8856 1858 114
10245 6691 35
11784 4834 24
13797 4211 154
4942 5940 120
4131 6664 77
6039 5627 186
6875 2198 70
8682 2712 149
6521 2608 188
12498 2871 190
3124 5519 143
11390 5151 15
11510 1495 127
4714 3924 55
3779 7462 36
11075 1705 51
2668 7757 110
8036 2021 182
4148 4226 174
3233 6280 39
11316 3512 95
4529 6110 81
8037 2999 131
5392 4795 199
9925 6511 157
4729 6908 69
4540 7480 110
13302 4820 110
9708 6183 106
10106 2446 103
10479 1139 137
2770 6009 170
2610 7059 120
11021 5523 96
2305 6189 169
10156 2083 66
6750 5657 133
9000 3209 91
3549 7385 27
6229 4561 113
7506 6972 92
10726 1939 79
6555 3411 21
9156 1579 199
2613 7027 182
3872 7704 157
11265 4403 26
5930 2910 53
13547 3359 181
10744 5533 9
6480 4374 184
11738 6873 156
10673 2442 178
6625 2441 160
9872 6205 31
13387 5091 179
10453 2583 38
3917 6490 127
11546 4812 178
13227 4893 179
9163 4901 194
3772 4415 28
8933 5883 107
6955 5853 138
13215 4505 190
9150 6181 138
10408 2352 18
12653 4276 171
11885 5158 185
3324 6134 156
9607 5672 19
9345 1086 14
10900 4287 46
10750 5691 56
5646 5540 196
10526 1958 170
7639 3941 89
9452 3207 17
9896 5785 42
3977 7806 133
9746 1426 139
5364 7510 15
12453 6216 119
8573 4904 87
10900 3015 111
4618 4922 8
8666 5998 148
5563 4147 75
9924 5284 27
5306 3293 79
7813 2080 178
5880 2965 115
8241 2712 22
7471 5213 151
4801 5539 95
2162 7877 156
10767 2943 161
8422 6207 35
7435 2693 119
8421 6476 137
10294 6599 23
2745 6173 134
12126 4658 114
12166 5209 131
4731 4437 23
9760 2637 33
7890 4493 60
6591 5339 107
5619 6815 30
4950 7379 178
10891 1645 53
11035 804 16
3201 5345 116
8962 6458 92
9020 4402 43
12768 3271 136
6926 5699 164
11102 4286 150
4204 6584 33
5217 7564 44
4275 6646 49
5402 6553 130
10349 5137 124
2614 6319 39
8032 5758 45
2696 5383 102
11472 1512 179
4658 6757 86
8451 4414 170
12801 2710 64
12245 2720 102
11093 4516 62
10836 2121 117
11719 4014 165
7218 4744 83
4328 5845 178
8838 2900 179
4640 5326 29
3656 4529 84
11467 1580 92
5975 5541 41
9475 929 27
9017 1711 143
3806 6317 191
11726 2052 80
6454 4101 122
3320 7454 178
3142 5208 115
7705 4098 142
2998 6873 203
9727 5195 157
10701 1006 37
13959 5651 71
9325 3168 86
2733 6249 134
12099 1713 95
8587 1638 68
10706 2904 6
9329 856 196
8352 4826 48
8873 1142 48
7594 4383 49
5123 3632 84
7740 5571 38
3894 4541 51
11538 6023 195
6423 4168 89
4125 6641 145
5245 7127 125
3526 5333 175
10365 4269 199
11921 1935 74
9175 6022 12
6969 3500 22
10933 2512 43
5621 4707 199
6821 5112 168
9538 974 15
8584 1760 145
10684 5725 70
11894 1915 159
10876 3135 197
12373 5681 20
7110 3360 40
6752 4109 156
4627 4201 153
10038 2670 194
7134 7044 144
6155 4409 27
11463 6175 44
14027 4640 179
12029 2078 118
8829 5069 76
10854 6673 19
10175 1696 194
5998 5208 167
11588 5444 167
7267 2820 198
5451 4802 155
4606 6794 106
8023 1997 194
10892 1167 131
4892 3705 188
4324 6474 90
7281 4880 33
3903 6048 178
5757 4902 162
5208 7332 140
11783 3275 159
7551 6557 139
12396 3079 110
8098 1955 171
13188 4004 192
4154 5880 74
10703 5687 124
4317 5576 24
6681 3766 187
9378 6901 159
8178 3174 102
11517 3827 70
13704 3543 188
8596 3299 39
11206 2878 128
12966 3941 122
3742 5223 130
5854 3245 122
12234 5001 32
10373 3433 194
7032 3460 43
7740 3776 192
6419 5169 47
6742 4746 184
8538 3756 100
5170 6944 129
2671 5706 167
3823 7595 62
3234 6700 130
3020 6896 102
6436 3792 54
6948 6960 155
11229 3331 198
10391 3387 124
7837 3792 51
9989 1339 134
4615 6803 118
7953 1743 39
9722 4559 20
12206 5394 41
13089 2999 36
7340 3415 81
13203 4804 58
2841 6504 172
11259 4031 17
4200 6127 32
9177 6994 55
13608 3185 91
10809 1056 125
2678 6014 133
12377 6441 104
6520 5567 18
5079 7165 186
8020 6654 2
13610 4091 118
11202 5265 14
11236 5344 44
8556 1339 185
11196 3187 21
5082 6715 51
7721 4138 173
9196 4627 165
8708 1465 144
2612 5727 166
2589 5453 169
6053 5776 122
10611 4518 27
9006 4981 198
6870 6101 85
12110 4540 182
4322 7339 122
9450 1942 4
10574 3068 126
11376 2909 63
10081 2296 149
3176 6580 50
9182 1209 124
13740 5409 164
4463 7438 113
6134 5053 73
4992 7500 115
11690 4571 194
13573 4959 177
3852 5824 64
7450 4338 0
10204 1719 158
7896 4779 114
5789 4564 154
9957 944 104
5273 3856 118
13573 3838 76
7207 3653 46
4108 7293 89
9981 4871 109
6397 6447 113
12496 5370 118
6420 5483 48
10138 5379 9
5358 6267 90
4310 3947 31
12093 4773 98
10646 4344 114
5661 3287 38
11468 3215 29
3227 7684 116
12212 6226 43
11396 4026 142
5161 7388 56
4454 7503 157
7491 3573 143
8846 902 82
10172 5995 121
7874 1607 103
12415 2117 157
6961 3850 109
4198 7015 148
7221 2717 14
9201 3080 5
3620 7265 150
2365 7769 180
9613 3187 30
12029 2784 59
10105 3368 64
6753 2576 102
4210 7694 142
2577 7030 96
9661 5645 27
8646 1224 133
6691 4151 195
12266 6154 166
12028 4950 49
6824 7097 172
9292 1505 54
6189 5799 180
4756 6625 64
3976 6710 122
6623 4200 184
6481 7473 131
6504 4382 183
5526 7291 36
10904 2552 119
8693 4828 34
5835 5510 171
4743 5463 103
6893 4483 3
11481 4192 101
11873 5233 36
4501 6758 195
10541 2777 41
12777 5978 39
2979 5046 175
13446 3470 176
12308 5517 110
8446 4359 30
4813 6824 71
3419 5117 169
4728 7041 68
5326 3054 129
3108 5430 107
8038 5683 140
10205 2514 162
10074 4361 14
11931 5539 158
7641 3671 115
9237 2798 114
3308 6283 148
3847 7647 179
6271 5037 41
5363 6809 83
11101 5334 159
8848 3467 172
7386 3468 114
4099 6822 92
12270 5318 65
4534 6977 179
9953 948 137
8607 2330 42
9462 5475 32
9614 1118 17
6348 4673 77
7962 2971 164
13741 4118 120
11645 4498 32
7890 7115 184
5509 5356 45
6088 4923 52
9157 6798 103
6921 4925 158
3974 7613 78
6259 5031 69
9005 6049 154
13831 4695 121
4995 5756 159
4182 6455 91
5045 7488 154
10772 4463 182
9269 2442 109
6533 2414 128
10755 2310 135
2693 6845 156
9897 2213 166
8321 1137 198
2917 7786 95
12688 3464 126
5440 4783 108
3548 6210 203
5517 5083 74
8452 6397 196
3642 6489 109
9130 1087 5
2387 4807 126
10869 3695 59
11693 3735 43
11052 2952 197
5069 6456 111
6629 2784 6
5504 6045 170
3544 5902 101
2895 7239 158
11095 1492 41
5056 6321 27
7728 6145 67
8749 1764 192
8575 2462 99
5221 7307 92
10418 2798 102
12192 1807 86
11820 5331 105
4666 6985 68
2461 7481 201
7613 2157 9
5554 5327 24
6299 2799 19
13427 4253 94
10835 5456 77
9013 3401 174
9298 2677 198
11552 4138 102
12638 5956 21
7169 4716 34
11398 4684 31
3631 6377 202
10904 3885 37
5786 5551 52
9037 7192 190
11430 3217 56
9171 7046 168
4946 7474 10
7651 6865 132
6306 7042 181
4622 4551 68
6123 4287 54
8703 3570 188
8736 4033 11
4550 3710 172
4541 4918 25
11577 6293 128
6694 5574 104
9904 1776 85
3933 4279 138
11633 906 75
11973 6874 172
2814 4873 136
9608 7014 17
11890 5681 53
13122 3210 132
3952 7726 148
2187 6784 164
11165 3330 24
7309 6595 67
7569 7223 125
10882 2390 12
10325 2818 149
4880 7100 85
5127 5401 195
2185 6546 112
11301 4208 192
10752 6409 179
5978 6206 120
7136 5227 170
8425 3972 126
9460 942 138
11715 6454 55
3795 5502 134
4297 5557 118
10604 2642 95
9972 1983 156
10960 3068 19
11373 3919 54
5735 4108 10
8707 1969 26
12828 3014 71
7797 1778 14
8284 3561 5
11031 5781 43
2271 6721 116
3780 7628 145
5854 3702 180
4241 6797 175
9211 4342 32
8178 4765 19
5876 4201 28
13703 4794 195
14018 4616 179
11348 1750 145
5116 5113 35
8703 4229 172
4831 6216 100
10683 2931 146
6889 4058 198
7183 6038 140
5472 3323 204
10438 6809 69
9951 6612 142
13388 4263 130
12320 4691 28
9568 4874 192
4338 4405 43
8016 4745 5
8579 3868 87
2623 7247 67
2301 7836 176
10116 2823 50
9440 1894 33
4862 6292 193
2703 5763 127
4729 4171 96
10033 1960 64
9427 6762 30
13282 3028 47
3789 6505 56
8853 4710 185
8227 5772 158
8953 6051 175
8810 2901 155
6866 7004 72
9345 5592 137
10540 1811 11
9599 1301 65
12398 5983 53
6850 3207 64
7364 2192 109
7306 3326 41
9462 6331 138
8039 1900 26
6964 6200 35
6613 3080 174
4265 6140 153
8158 5945 94
7803 7168 127
10756 5007 59
3391 7016 59
7823 5064 116
9577 5853 83
7387 6365 94
9739 2900 18
9059 1478 159
3851 7230 26
8782 5707 137
7993 6335 173
10371 6075 197
11149 1056 19
